county_name,Population,"Pop %, Male","Pop %, Female","Pop %, Age <18","Pop %, Age 18-24","Pop %, Age 25-34","Pop %, Age 35-44","Pop %, Age 45-54","Pop %, Age 55-64","Pop %, Age 65+","Pop %, White","Pop %, Black","Pop %, N. American & Alaskan","Pop %, Asian","Pop %, Hawaiian & P. Islander","Pop %, Other","Pop %, 2+ Races","Pop %, 9-12th Grade","Pop %, High School","Pop %, Some College No Degree","Pop %, Assoc Degree","Pop %, Bach Degree","Pop %, Graduate Degree",Median Household Income,"Pop %, Priv Health Ins","Pop %, No Priv Health Ins","Pop %, Publ Health Ins","Pop %, No Publ Health Ins",FIPS
GREENE,20053.0,53.5,46.5,22.4,7.8,14.4,13.8,10.7,11.2,19.7,,,,,,,,12.6,24.5,13.0,6.8,5.8,1.8,39806.0,48.0,39.3,38.1,49.2,37079
CALDWELL,82178.0,47.8,52.2,19.9,7.9,11.6,9.9,15.7,15.3,19.8,88.5,5.6,0.0,0.1,0.0,3.4,2.3,10.7,21.0,15.3,8.5,9.2,2.9,48737.0,57.9,41.0,41.1,57.8,37027
CATAWBA,159551.0,49.6,50.4,21.9,8.4,12.3,11.3,13.8,13.9,18.4,79.0,8.9,0.4,4.5,0.0,5.0,2.2,6.2,20.1,15.0,8.9,11.6,4.7,52436.0,59.6,39.2,34.1,64.7,37035
CLEVELAND,97947.0,47.7,52.3,21.9,10.5,10.6,12.0,12.2,13.9,19.0,74.8,20.8,0.6,1.1,0.0,1.8,1.0,6.1,24.0,12.7,8.0,8.2,4.5,44987.0,54.6,45.1,45.2,54.5,37045
CRAVEN,102139.0,49.2,50.8,21.3,12.2,13.4,10.2,10.8,12.4,19.7,71.6,21.8,0.7,2.3,0.0,1.0,2.6,4.4,18.1,16.9,10.4,9.0,5.6,52832.0,64.7,28.0,34.7,58.0,37049
EDGECOMBE,51472.0,46.6,53.4,22.5,7.9,9.8,12.2,12.0,15.5,20.2,,,,,,,,6.1,23.1,19.9,4.1,9.2,2.5,41670.0,53.5,45.5,48.2,50.8,37065
GRANVILLE,60443.0,50.7,49.3,20.5,9.1,11.5,11.3,15.3,14.7,17.5,60.1,28.7,0.6,1.3,0.3,5.0,4.1,8.5,21.2,14.3,8.9,9.9,3.5,51899.0,59.9,35.0,33.6,61.2,37077
HARNETT,135976.0,49.1,50.9,25.7,9.7,14.9,12.6,13.2,11.3,12.6,66.9,22.2,0.6,1.8,0.8,4.3,3.5,5.0,19.6,14.3,7.9,10.8,4.8,55753.0,59.1,36.6,35.1,60.7,37085
HOKE,55234.0,50.4,49.6,26.9,9.1,16.3,13.7,12.1,11.5,10.5,44.4,34.5,7.7,2.0,0.0,6.0,5.4,4.1,19.0,17.2,9.8,7.1,3.5,45968.0,55.6,38.4,39.0,54.9,37093
HENDERSON,117417.0,48.2,51.8,18.8,5.7,10.5,11.5,13.0,14.2,26.3,91.2,3.6,0.2,0.9,0.0,2.2,1.8,5.1,18.3,19.1,8.2,14.2,8.4,62131.0,64.3,34.6,41.1,57.8,37089
IREDELL,181806.0,49.9,50.1,22.6,8.1,11.8,12.6,14.9,14.3,15.7,79.2,11.5,0.2,2.8,0.0,2.7,3.7,4.9,19.4,14.4,7.4,14.7,6.7,68660.0,69.8,29.5,32.9,66.4,37097
MECKLENBURG,1110356.0,48.0,52.0,23.2,9.0,17.2,14.7,13.3,11.1,11.5,52.2,31.7,0.3,5.7,0.0,6.8,3.2,3.2,11.0,13.5,5.8,20.2,10.8,69072.0,70.0,29.5,25.0,74.5,37119
NORTHAMPTON,19483.0,45.8,54.2,23.4,7.4,11.0,11.8,12.4,16.5,17.6,,,,,,,,7.1,21.3,14.0,7.8,12.3,4.8,42159.0,58.7,37.2,34.5,61.3,37131
PITT,180742.0,46.0,54.0,21.3,16.7,14.2,11.5,11.6,11.0,13.7,55.4,34.0,0.2,1.6,0.1,4.8,3.7,5.0,15.9,11.0,7.9,12.0,7.9,53401.0,70.6,28.5,31.2,67.9,37147
ROWAN,142088.0,49.0,51.0,22.0,8.9,12.2,11.9,13.5,13.9,17.7,76.5,16.2,0.3,0.8,0.0,2.6,3.5,5.8,21.1,17.0,8.9,7.9,4.7,51927.0,57.7,40.7,40.6,57.8,37159
VANCE,44535.0,47.1,52.9,23.5,11.3,9.4,9.9,13.0,14.1,18.8,40.7,50.4,0.7,0.0,0.0,6.2,2.1,5.8,23.6,13.5,4.6,9.5,4.5,38101.0,56.8,42.3,45.4,53.7,37181
CHEROKEE,26751.0,52.0,48.0,13.3,9.3,8.3,10.3,15.2,14.1,29.5,,,,,,,,6.8,25.5,19.1,8.0,10.5,4.8,42581.0,46.3,52.4,50.6,48.1,37039
CURRITUCK,27763.0,48.7,51.3,22.0,6.9,12.1,14.5,13.3,13.6,17.7,87.6,5.2,0.0,2.8,0.0,0.1,4.3,2.4,25.2,13.9,8.8,15.7,4.0,83187.0,71.3,27.6,30.1,68.8,37053
UNION,239859.0,49.0,51.0,26.4,9.4,9.5,14.1,15.5,12.3,12.8,79.3,11.7,0.4,3.3,0.1,2.7,2.4,3.6,15.1,13.7,5.5,16.3,7.8,85985.0,75.8,23.6,26.2,73.3,37179
WILKES,68412.0,49.6,50.4,19.1,8.8,9.7,12.2,13.3,14.4,22.6,91.7,3.7,0.1,0.0,0.6,1.7,2.2,8.3,25.4,15.1,7.0,9.3,2.8,43290.0,62.5,36.0,39.1,59.4,37193
NASH,94298.0,48.9,51.1,21.8,9.1,11.9,11.3,12.1,14.9,18.9,49.7,41.1,0.3,0.2,0.0,5.8,2.9,6.7,25.8,13.9,7.4,9.6,2.7,50656.0,59.8,38.9,46.2,52.5,37127
ALEXANDER,37497.0,49.3,50.7,18.0,8.6,13.9,13.3,11.1,15.3,19.9,87.3,5.6,0.0,1.4,0.0,4.0,1.8,7.2,29.6,14.6,9.4,7.4,2.2,58777.0,65.1,31.7,39.1,57.7,37003
DARE,37009.0,48.9,51.1,17.5,7.6,10.2,11.8,13.6,17.2,22.1,,,,,,,,1.3,16.0,16.1,11.2,17.8,11.8,59929.0,79.1,20.4,30.8,68.6,37055
WARREN,19731.0,54.0,46.0,16.6,9.1,10.2,11.9,7.9,15.2,29.1,34.2,50.9,5.1,1.4,0.2,4.9,3.3,11.2,33.3,11.2,5.4,8.5,2.8,36097.0,44.2,51.3,60.8,34.8,37185
WILSON,81801.0,46.4,53.6,22.8,8.9,9.9,13.8,12.8,13.4,18.4,49.5,40.3,0.2,0.8,0.0,7.3,2.0,7.7,22.0,14.0,6.7,8.6,4.4,38830.0,56.8,42.2,41.8,57.1,37195
MADISON,21755.0,52.5,47.5,18.1,7.7,11.3,13.0,10.3,12.6,27.0,,,,,,,,6.9,26.7,14.3,6.2,12.4,5.8,56442.0,59.6,39.3,43.4,55.6,37115
POLK,20724.0,45.3,54.7,13.9,6.6,6.5,8.4,13.3,15.8,35.5,,,,,,,,4.5,18.3,16.1,13.9,15.5,8.8,53140.0,70.4,28.4,46.7,52.1,37149
RANDOLPH,143667.0,49.8,50.2,22.1,8.2,12.3,11.4,13.3,14.0,18.7,85.6,5.7,0.4,1.0,0.0,4.5,2.8,8.4,24.1,14.9,7.4,7.0,3.4,49742.0,51.6,47.3,41.7,57.3,37151
STOKES,45591.0,48.5,51.5,17.8,6.9,10.9,10.8,15.1,17.8,20.7,,,,,,,,8.8,23.8,16.6,9.6,8.8,4.5,48943.0,69.7,29.2,39.4,59.6,37169
CUMBERLAND,335509.0,49.4,50.6,24.8,13.1,17.0,12.0,10.4,10.7,12.1,49.1,36.9,1.5,2.8,0.4,3.2,6.1,3.9,16.8,17.6,6.8,9.8,5.6,46292.0,56.6,33.6,37.5,52.7,37051
GUILFORD,537174.0,47.3,52.7,22.1,11.0,13.8,12.1,12.9,12.6,15.4,53.7,34.3,0.6,5.0,0.0,3.0,3.5,5.0,15.1,12.9,6.4,16.0,8.8,55328.0,64.4,34.8,34.8,64.4,37081
HAYWOOD,62317.0,47.9,52.1,16.8,5.8,12.8,10.1,12.3,16.2,26.1,95.4,1.0,0.4,1.1,0.0,0.4,1.7,4.9,19.5,18.8,8.5,13.8,9.3,52421.0,69.3,30.1,39.9,59.5,37087
FORSYTH,382295.0,47.4,52.6,22.7,9.7,13.3,12.0,12.7,13.4,16.1,66.0,26.4,0.5,2.3,0.0,2.3,2.4,4.4,17.9,13.6,6.1,13.7,8.7,52017.0,64.5,34.7,35.0,64.2,37067
BLADEN,32722.0,49.6,50.4,20.9,8.8,8.9,11.4,12.1,16.3,21.5,,,,,,,,7.6,24.4,18.1,5.2,10.9,3.5,45187.0,62.6,36.4,49.8,49.2,37017
CARTERET,69473.0,47.8,52.2,17.0,7.5,9.1,10.5,13.2,16.9,25.7,90.1,4.9,0.4,0.9,0.0,0.8,2.9,5.3,19.8,19.6,6.1,13.8,9.4,60186.0,68.0,30.1,38.6,59.5,37031
MARTIN,22447.0,48.6,51.4,23.3,7.8,10.7,10.7,9.6,13.6,24.3,,,,,,,,7.4,19.9,14.9,8.8,7.3,4.3,38767.0,52.3,47.1,55.3,44.1,37117
ROCKINGHAM,91010.0,48.5,51.5,20.2,7.3,10.4,11.6,14.6,15.3,20.6,,,,,,,,9.1,30.0,13.5,6.2,6.9,3.4,43230.0,62.4,36.4,39.3,59.4,37157
GASTON,224529.0,48.4,51.6,22.2,7.8,13.7,12.4,14.1,13.0,16.8,76.3,17.3,0.4,1.5,0.2,1.9,2.2,7.3,20.8,16.0,6.5,11.6,4.8,56595.0,60.6,38.2,37.3,61.5,37071
MOORE,100880.0,48.4,51.6,21.1,6.0,12.8,11.3,11.3,13.1,24.4,80.9,12.0,0.7,1.4,0.2,3.1,1.6,3.6,15.7,15.3,7.0,18.8,9.8,62469.0,62.4,32.6,41.4,53.6,37125
STANLY,62806.0,49.6,50.4,20.9,8.2,13.7,11.0,13.6,13.2,19.4,82.0,10.4,1.8,1.7,0.1,1.0,2.9,8.9,21.3,17.0,8.5,9.1,3.9,63292.0,62.7,35.0,36.3,61.4,37167
CHATHAM,74470.0,47.0,53.0,19.9,6.2,11.0,9.9,13.2,14.4,25.4,77.4,10.5,0.1,1.6,0.0,6.8,3.7,4.7,15.9,9.9,6.2,16.0,16.6,66857.0,70.0,29.3,39.0,60.3,37037
WAKE,1111761.0,48.6,51.4,23.6,9.1,14.7,14.8,14.1,11.5,12.0,64.6,20.8,0.5,7.5,0.0,4.1,2.5,2.7,10.2,11.0,5.2,22.1,14.3,84215.0,76.4,22.9,23.5,75.8,37183
PASQUOTANK,39824.0,49.8,50.2,22.2,9.5,14.2,9.0,12.3,15.2,17.6,,,,,,,,5.8,20.2,19.9,4.1,11.4,4.9,57268.0,69.7,26.1,31.9,63.9,37139
ROBESON,130625.0,48.4,51.6,24.5,10.2,12.7,11.9,12.1,12.8,15.7,26.9,23.3,40.4,0.5,0.0,7.2,1.7,10.1,22.5,12.3,6.5,6.5,3.2,35035.0,45.5,53.3,50.1,48.7,37155
ANSON,24446.0,49.2,50.8,18.2,10.1,10.3,12.8,14.0,14.9,19.8,43.0,49.2,0.0,5.4,0.1,0.0,2.3,9.4,28.8,14.2,5.8,9.2,3.4,41097.0,53.4,39.9,41.9,51.4,37007
MCDOWELL,45756.0,50.8,49.2,19.1,5.8,12.6,11.6,14.1,15.2,21.6,,,,,,,,8.4,25.7,17.3,9.0,8.5,3.6,45236.0,61.3,36.4,38.9,58.9,37111
FRANKLIN,69685.0,49.7,50.3,21.9,8.3,11.9,12.9,13.4,14.7,16.9,68.3,23.5,0.3,0.3,0.0,3.2,4.4,5.3,21.4,15.6,10.0,11.5,3.9,57099.0,71.7,27.1,31.8,67.0,37069
MACON,35858.0,48.9,51.1,17.7,8.0,6.1,11.4,11.9,14.9,30.0,92.5,1.9,0.2,2.0,0.0,3.0,0.4,6.3,22.3,18.5,6.7,9.8,7.1,44078.0,60.7,38.8,47.8,51.7,37113
BRUNSWICK,142820.0,48.7,51.3,14.6,5.1,10.3,9.8,9.3,18.3,32.7,85.6,7.5,0.6,0.7,0.0,1.4,4.3,4.0,21.2,17.8,9.5,16.8,9.6,63668.0,70.2,29.1,48.2,51.1,37019
TRANSYLVANIA,34385.0,50.7,49.3,16.0,8.9,11.4,9.7,9.1,16.0,28.8,,,,,,,,3.7,18.2,18.0,6.1,16.5,9.9,56259.0,71.8,26.7,40.4,58.0,37175
BEAUFORT,46994.0,48.9,51.1,19.8,5.3,10.8,11.0,13.0,15.4,24.7,,,,,,,,5.3,22.7,17.4,8.6,9.8,6.4,50434.0,62.1,37.1,41.3,57.9,37013
COLUMBUS,55508.0,50.0,50.0,20.7,9.7,10.3,12.8,12.3,13.7,20.4,60.7,27.5,3.9,1.2,0.0,2.8,3.9,7.0,28.1,12.1,7.4,8.2,4.3,41264.0,53.4,41.4,41.9,53.0,37047
LINCOLN,86111.0,49.5,50.5,21.1,6.8,11.3,11.8,15.5,16.1,17.5,91.1,6.2,0.4,0.9,0.1,0.5,0.8,4.2,23.5,15.4,8.9,12.4,6.3,71514.0,71.4,27.8,30.4,68.7,37109
MONTGOMERY,27173.0,50.6,49.4,20.8,10.2,12.5,8.6,11.8,16.2,20.0,,,,,,,,6.5,22.5,17.1,6.1,8.7,4.7,48971.0,54.8,42.3,41.9,55.2,37123
ORANGE,148476.0,47.4,52.6,19.2,17.7,12.9,11.2,12.4,11.7,14.8,77.2,11.4,0.3,8.1,0.0,1.1,2.0,2.3,8.3,7.7,3.8,18.2,21.6,74299.0,82.1,17.4,23.5,76.1,37135
RICHMOND,44829.0,48.6,51.4,22.6,9.6,9.2,12.0,15.1,12.5,19.1,59.0,31.8,2.7,1.0,0.0,2.5,3.0,7.3,15.8,15.6,13.2,8.0,3.9,40913.0,54.8,42.3,48.7,48.4,37153
SAMPSON,63531.0,48.4,51.6,24.4,7.5,10.7,13.3,12.6,12.6,18.9,57.1,26.4,1.8,0.5,0.0,12.6,1.6,7.5,24.5,13.8,6.3,7.7,4.1,45695.0,53.5,45.3,42.1,56.7,37163
SURRY,71783.0,49.2,50.8,20.7,8.0,11.3,10.7,13.9,14.1,21.3,91.4,2.4,1.2,0.6,0.0,2.1,2.3,8.3,19.3,16.4,9.9,9.4,3.6,49250.0,56.7,42.2,41.2,57.6,37171
BUNCOMBE,261191.0,48.0,52.0,18.3,7.5,14.4,13.2,12.6,13.2,20.7,88.4,6.4,0.4,1.3,0.0,1.5,1.9,3.6,17.6,12.6,7.9,18.4,11.5,54970.0,64.3,34.2,33.2,65.4,37021
CABARRUS,216453.0,49.2,50.8,25.4,8.6,13.5,13.0,14.4,11.1,14.1,68.5,18.7,0.1,4.2,0.0,5.0,3.5,3.7,17.3,13.6,6.5,14.9,7.8,72333.0,73.0,26.3,26.8,72.5,37025
CASWELL,22604.0,55.5,44.5,19.7,9.3,7.8,10.6,16.6,17.2,18.7,,,,,,,,8.3,29.5,13.9,5.2,6.6,3.2,58354.0,59.0,35.6,41.1,53.5,37033
DAVIE,42846.0,50.7,49.3,19.6,7.3,12.2,11.6,13.2,14.6,21.6,,,,,,,,3.4,23.8,12.8,9.6,14.3,6.8,66200.0,72.9,26.5,37.0,62.4,37059
DAVIDSON,167609.0,48.2,51.8,21.3,7.0,12.3,10.1,15.4,15.1,18.7,86.1,10.4,0.3,1.6,0.1,0.4,1.1,6.2,25.3,15.8,6.6,9.4,4.2,53473.0,60.0,39.1,38.3,60.8,37057
DUPLIN,58741.0,46.4,53.6,23.8,7.9,13.2,12.2,9.8,14.2,18.9,,,,,,,,8.2,20.0,17.9,7.7,5.2,3.8,46405.0,55.6,43.9,42.8,56.7,37061
DURHAM,321488.0,48.0,52.0,20.5,10.0,18.3,14.3,11.7,11.2,13.9,53.4,35.6,0.1,4.4,0.1,3.1,3.3,3.4,12.9,10.1,4.7,16.7,17.5,65317.0,66.8,31.6,28.7,69.7,37063
HERTFORD,23677.0,51.2,48.8,15.7,15.1,7.4,10.2,15.5,15.5,20.6,,,,,,,,7.7,26.7,14.9,6.2,5.4,3.9,48226.0,55.6,37.4,42.6,50.4,37091
LEE,61779.0,49.0,51.0,24.2,7.9,13.9,12.2,11.8,13.3,16.8,71.8,22.4,0.1,1.9,0.0,2.0,1.8,5.7,17.8,13.7,9.3,12.0,4.9,50020.0,61.4,36.7,37.8,60.2,37105
NEW HANOVER,234473.0,46.8,53.2,18.2,12.6,13.3,12.8,12.2,12.8,18.1,80.8,12.5,0.3,1.1,0.1,2.0,3.1,3.4,13.2,14.5,6.9,19.4,10.4,56382.0,71.6,26.9,31.8,66.6,37129
PENDER,63060.0,49.5,50.5,22.3,7.9,10.8,12.6,13.5,14.0,18.9,78.7,12.7,0.6,0.2,0.2,4.1,3.5,5.9,20.3,18.1,6.2,11.5,6.1,61585.0,68.2,29.7,37.4,60.4,37141
WAYNE,123131.0,48.1,51.9,23.6,11.1,12.3,10.7,12.3,13.2,16.9,63.7,31.7,0.4,1.1,0.0,1.0,2.2,4.2,20.9,14.3,9.1,7.7,4.1,44596.0,53.8,41.1,43.2,51.7,37191
SCOTLAND,34823.0,48.9,51.1,23.1,9.9,10.2,14.5,10.6,13.5,18.3,42.5,40.9,11.1,0.0,0.0,0.8,4.7,11.7,19.0,15.0,8.6,7.5,3.4,37005.0,50.6,47.2,50.6,47.3,37165
WATAUGA,56177.0,47.6,52.4,12.4,29.4,11.1,8.9,10.2,11.9,16.1,93.8,2.1,0.5,1.6,0.0,0.5,1.5,1.9,13.7,10.9,5.7,13.0,11.4,50972.0,76.9,22.7,25.6,74.0,37189
HALIFAX,50010.0,48.9,51.1,20.5,8.9,9.2,10.7,14.0,15.3,21.4,40.7,53.3,3.7,1.2,0.0,0.0,1.1,8.8,25.5,16.6,7.4,5.3,3.5,40149.0,44.6,53.4,47.7,50.3,37083
ALAMANCE,169509.0,47.2,52.8,22.0,10.6,12.6,12.1,12.5,12.9,17.1,69.6,20.2,0.9,1.8,0.0,5.0,2.5,5.0,20.4,13.9,7.4,12.0,5.1,58490.0,66.4,33.0,35.4,64.1,37001
JACKSON,43938.0,48.3,51.7,15.5,20.3,9.0,10.6,11.4,12.7,20.4,81.9,1.6,10.7,0.1,0.0,3.3,2.4,3.9,17.9,17.1,6.9,9.7,7.1,46896.0,72.4,27.0,33.5,65.9,37099
LENOIR,55949.0,47.3,52.7,22.4,8.1,11.2,10.5,12.9,14.9,20.0,53.7,40.9,0.2,0.2,0.0,1.3,3.7,9.9,23.9,15.6,6.3,7.2,3.6,37780.0,53.3,44.4,48.8,48.9,37107
JOHNSTON,209339.0,49.1,50.9,25.2,8.5,11.7,13.9,14.5,12.9,13.2,75.5,16.7,0.4,1.0,0.0,4.7,1.8,5.1,16.5,14.8,10.8,12.0,3.9,60951.0,64.8,34.4,31.8,67.5,37101
PERSON,39490.0,47.1,52.9,21.6,5.6,11.6,12.8,13.0,14.9,20.6,66.9,26.9,2.8,0.5,0.0,0.4,2.5,8.1,28.4,17.6,6.9,7.8,1.8,55919.0,60.5,38.5,41.0,58.0,37145
ASHE,27203.0,49.2,50.8,19.9,4.7,11.7,10.8,11.7,15.5,25.8,,,,,,,,10.0,24.5,14.1,11.2,7.4,6.1,39386.0,59.4,39.7,44.9,54.2,37009
ONSLOW,197938.0,55.6,44.4,24.4,20.7,17.5,11.0,8.5,8.4,9.5,75.3,14.6,0.6,2.1,0.0,0.8,6.6,3.3,16.3,13.5,7.0,9.6,3.9,49544.0,61.3,21.7,29.2,53.8,37133
RUTHERFORD,67029.0,47.6,52.4,20.1,7.8,11.2,10.0,13.8,14.1,23.1,87.0,9.9,0.1,0.6,0.0,0.4,2.0,6.9,22.7,19.0,6.9,10.6,3.6,44361.0,57.9,40.7,47.4,51.2,37161
YADKIN,37667.0,48.6,51.4,20.8,8.2,12.2,10.7,14.2,14.3,19.8,,,,,,,,6.0,23.8,18.8,8.6,8.3,1.8,46273.0,62.0,37.3,36.9,62.4,37197
BURKE,90485.0,49.7,50.3,18.4,7.4,11.8,11.8,14.8,15.1,20.7,82.3,4.0,1.4,3.5,0.3,6.4,2.1,7.7,24.4,13.8,9.1,8.0,5.8,47361.0,59.5,38.1,43.0,54.6,37023
